Fecha;Portafolio;ASSETCLASS;Numtit;Titulo; Nominal ; VPNOrigen ; VPNLocal 
28/02/2019;MANIZALE2;BONOS FIJOS;33;BCCB517SA006; 1.000.000.000 ; 999.010.000 ; 999.010.000 
28/02/2019;MANIZALE2;BONOS FIJOS;35;BISG0116S5A7; 60.000.000 ; 64.974.000 ; 64.974.000 
28/02/2019;MANIZALE2;D PUB INFLACIÓN;36;BISA07049A; 338.000.000 ; 368.102.280 ; 368.102.280 
28/02/2019;MANIZALE2;D PUB INFLACIÓN;37;BEEB1179A007; 500.000.000 ; 508.545.000 ; 508.545.000 
28/02/2019;MANIZALE2;BONOS FIJOS;38;BDVI317SF084; 200.000.000 ; 206.800.000 ; 206.800.000 
28/02/2019;MANIZALE2;D PUB FIJA;39;BISA117SA007; 500.000.000 ; 506.830.000 ; 506.830.000 
28/02/2019;MANIZALE2;BONOS FIJOS;40;TIPN8A24; 100.000.000 ; 22.441.251 ; 22.441.251 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;41;BDVI4179C084; 1.000.000.000 ; 1.018.350.000 ; 1.018.350.000 
28/02/2019;MANIZALE2;BONOS FIJOS;42;BCOS617SE007; 1.000.000.000 ; 1.010.480.000 ; 1.010.480.000 
28/02/2019;MANIZALE2;BONOS FIJOS;43;CDTFIJO; 500.000.000 ; 516.150.000 ; 516.150.000 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;53;TIPU1A25; 310.000 ; 106.039 ; 27.816.812 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;54;BCCB04169C10; 60.000.000 ; 63.541.800 ; 63.541.800 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;55;BISU01169C10; 1.050.000.000 ; 1.111.183.500 ; 1.111.183.500 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;56;BBCB02109D15; 1.000.000.000 ; 1.077.670.000 ; 1.077.670.000 
28/02/2019;MANIZALE2;D PUB FIJA;57;TFIT15260826; 4.620.000.000 ; 5.086.666.200 ; 5.086.666.200 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;58;BDVI5189C096; 150.000.000 ; 150.142.500 ; 150.142.500 
28/02/2019;MANIZALE2;D PUB INFLACIÓN;59;TUVT11170327; 6.000.000 ; 6.282.300 ; 1.648.018.169 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;60;BCCB01129C15; 60.000.000 ; 64.323.600 ; 64.323.600 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;61;BTPL1189C010; 500.000.000 ; 510.995.000 ; 510.995.000 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;62;BISG1189C012; 119.000.000 ; 118.019.440 ; 118.019.440 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;63;BCCB5179C013; 1.000.000.000 ; 986.290.000 ; 986.290.000 
28/02/2019;MANIZALE2;D PUB FIJA;64;TFIT16300632; 1.800.000.000 ; 1.877.580.000 ; 1.877.580.000 
28/02/2019;MANIZALE2;BONOS INFLACIÓN;65;BTPL1189C015; 500.000.000 ; 509.510.000 ; 509.510.000 
28/02/2019;MANIZALE2;D PUB INFLACIÓN;66;TUVT20040435; 4.700.000 ; 5.517.048 ; 1.447.271.754 
28/02/2019;MANIZALE2;LIQUIDEZ;67;COHBACO; 285.649.291 ; 285.649.291 ; 285.649.291 
28/02/2019;MANIZALE2;LIQUIDEZ;69;COHBBOG; 922.957.728 ; 922.957.728 ; 922.957.728 
28/02/2019;METROSEGU2;BONOS FIJOS;24;CDTFIJO; 20.000.000 ; 20.284.400 ; 20.284.400 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;25;BNBCX3189A36; 30.000.000 ; 29.735.100 ; 29.735.100 
28/02/2019;METROSEGU2;BONOS FIJOS;26;CDTFIJO; 30.000.000 ; 30.754.200 ; 30.754.200 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;27;BCSA2179C005; 27.000.000 ; 27.385.830 ; 27.385.830 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;28;TUVT20040435; 100.000 ; 117.384 ; 30.793.016 
28/02/2019;METROSEGU2;BONOS FIJOS;29;CDTFIJO; 20.000.000 ; 20.347.400 ; 20.347.400 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;30;BTPL1189C015; 20.000.000 ; 20.380.400 ; 20.380.400 
28/02/2019;METROSEGU2;BONOS FIJOS;31;CDTFIJO; 20.000.000 ; 20.630.200 ; 20.630.200 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;32;BISU01169C15; 20.000.000 ; 21.231.400 ; 21.231.400 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;33;BEPM01109A20; 30.000.000 ; 33.432.000 ; 33.432.000 
28/02/2019;METROSEGU2;BONOS FIJOS;34;CDTFIJO; 30.000.000 ; 30.778.800 ; 30.778.800 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;35;BDVI29C120; 20.000.000 ; 20.915.200 ; 20.915.200 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;36;BECO1139C15; 50.000.000 ; 54.640.000 ; 54.640.000 
28/02/2019;METROSEGU2;D PUB FIJA;37;TFIT10040522; 155.000.000 ; 170.783.650 ; 170.783.650 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;38;BTPL1189C010; 20.000.000 ; 20.439.800 ; 20.439.800 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;39;BCHB1129B15; 50.000.000 ; 51.740.500 ; 51.740.500 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;40;TUVT11170327; 120.000 ; 125.646 ; 32.960.363 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;41;TUVT11170327; 130.000 ; 136.117 ; 35.707.060 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;42;BDVI5189C096; 15.000.000 ; 15.014.250 ; 15.014.250 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;43;BCCB01129C10; 20.000.000 ; 20.939.800 ; 20.939.800 
28/02/2019;METROSEGU2;D PUB FIJA;44;TFIT15260826; 20.000.000 ; 22.020.200 ; 22.020.200 
28/02/2019;METROSEGU2;D PUB FIJA;45;TFIT15260826; 50.000.000 ; 55.050.500 ; 55.050.500 
28/02/2019;METROSEGU2;BONOS FIJOS;46;CDTFIJO; 50.000.000 ; 51.643.500 ; 51.643.500 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;47;BBCB02109D15; 30.000.000 ; 32.330.100 ; 32.330.100 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;48;CDTIPC; 40.000.000 ; 40.991.600 ; 40.991.600 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;49;BISU01169C10; 30.000.000 ; 31.748.100 ; 31.748.100 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;50;BCLP6169FS10; 10.000.000 ; 10.859.400 ; 10.859.400 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;51;BBSA5189C048; 30.000.000 ; 30.189.000 ; 30.189.000 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;52;BCSA01169C10; 25.000.000 ; 27.025.750 ; 27.025.750 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;53;BGAO01129A10; 20.000.000 ; 21.022.800 ; 21.022.800 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;54;BCCB04169C10; 30.000.000 ; 31.770.900 ; 31.770.900 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;55;BPMG01139A10; 10.000.000 ; 10.234.800 ; 10.234.800 
28/02/2019;METROSEGU2;D PUB FIJA;56;TFIT08261125; 30.000.000 ; 30.369.600 ; 30.369.600 
28/02/2019;METROSEGU2;BONOS FIJOS;57;BCCB517SA006; 30.000.000 ; 29.970.300 ; 29.970.300 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;58;BDVI19C120; 25.000.000 ; 26.779.000 ; 26.779.000 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;59;TUVT11070525; 120.000 ; 128.776 ; 33.781.343 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;60;BISU01169C7; 15.000.000 ; 15.794.400 ; 15.794.400 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;61;BDVI01169TC8; 10.000.000 ; 10.355.800 ; 10.355.800 
28/02/2019;METROSEGU2;BONOS FIJOS;62;CDTFIJO; 40.000.000 ; 41.175.600 ; 41.175.600 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;63;BISG1099A15; 25.000.000 ; 30.895.500 ; 30.895.500 
28/02/2019;METROSEGU2;D PUB FIJA;64;TFIT16240724; 20.000.000 ; 24.822.600 ; 24.822.600 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;65;BDVI01169TC8; 15.000.000 ; 15.533.700 ; 15.533.700 
28/02/2019;METROSEGU2;BONOS FIJOS;66;BISG0116S5A7; 25.000.000 ; 27.072.500 ; 27.072.500 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;67;BEEB1179A007; 20.000.000 ; 20.341.800 ; 20.341.800 
28/02/2019;METROSEGU2;BONOS FIJOS;68;BDVI317SF084; 20.000.000 ; 20.680.000 ; 20.680.000 
28/02/2019;METROSEGU2;D PUB FIJA;69;BISA117SA007; 30.000.000 ; 30.409.800 ; 30.409.800 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;70;BDVI4179C084; 25.000.000 ; 25.458.750 ; 25.458.750 
28/02/2019;METROSEGU2;D PUB FIJA;71;TFIT16240724; 350.000.000 ; 434.395.500 ; 434.395.500 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;72;BISA1169C8; 26.000.000 ; 28.201.680 ; 28.201.680 
28/02/2019;METROSEGU2;LIQUIDEZ;73;COHBACO; 5.595.609 ; 5.595.609 ; 5.595.609 
28/02/2019;METROSEGU2;LIQUIDEZ;75;COHDAVI; 112.442.041 ; 112.442.041 ; 112.442.041 
28/02/2019;METROSEGU2;BONOS FIJOS;77;CDTFIJO; 20.000.000 ; 20.248.200 ; 20.248.200 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;78;BDVI6199C120; 15.000.000 ; 14.985.150 ; 14.985.150 
28/02/2019;METROSEGU2;BONOS TASA INTERÉS;6;CDTDTF; 30.000.000 ; 30.317.700 ; 30.317.700 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;7;TUVT06170419; 90.000 ; 93.560 ; 24.543.202 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;8;BBCB3079C10; 70.000.000 ; 75.063.100 ; 75.063.100 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;9;BLGC05149D5; 25.000.000 ; 25.343.000 ; 25.343.000 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;10;BCOL1099A10; 10.000.000 ; 10.245.200 ; 10.245.200 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;11;BFCH1099C10; 45.000.000 ; 45.849.600 ; 45.849.600 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;12;BBCX09129B24; 20.000.000 ; 20.512.600 ; 20.512.600 
28/02/2019;METROSEGU2;D PUB FIJA;13;TFIT06110919; 80.000.000 ; 83.596.800 ; 83.596.800 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;14;BISG1099A10; 145.000.000 ; 154.864.350 ; 154.864.350 
28/02/2019;METROSEGU2;BONOS FIJOS;15;CDTFIJO; 20.000.000 ; 20.377.000 ; 20.377.000 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;16;BGAN01129C7; 50.000.000 ; 50.757.000 ; 50.757.000 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;17;BCLI01139D06; 30.000.000 ; 30.998.700 ; 30.998.700 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;18;CDTIPC; 30.000.000 ; 30.762.600 ; 30.762.600 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;19;BSIS01149C06; 40.000.000 ; 40.778.000 ; 40.778.000 
28/02/2019;METROSEGU2;BONOS FIJOS;20;CDTFIJO; 25.000.000 ; 25.334.500 ; 25.334.500 
28/02/2019;METROSEGU2;BONOS INFLACIÓN;21;BISU01169C4; 10.000.000 ; 10.271.200 ; 10.271.200 
28/02/2019;METROSEGU2;D PUB FIJA;22;TFIT15240720; 30.000.000 ; 34.407.000 ; 34.407.000 
28/02/2019;METROSEGU2;D PUB INFLACIÓN;23;TUVT10100321; 100.000 ; 107.186 ; 28.117.803 
28/02/2019;MISERICORD;D PUB FIJA;1343;TFIT10040522; 200.000.000 ; 220.366.000 ; 220.366.000 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1345;TUVT10100321; 1.290.000 ; 1.382.699 ; 362.719.662 
28/02/2019;MISERICORD;BONOS FIJOS;1346;CDTFIJO; 80.000.000 ; 82.629.600 ; 82.629.600 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1347;CDTIPC; 30.000.000 ; 30.160.500 ; 30.160.500 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1348;CDTIPC; 40.000.000 ; 40.991.600 ; 40.991.600 
28/02/2019;MISERICORD;D PUB FIJA;1349;TFIT16240724; 70.000.000 ; 86.879.100 ; 86.879.100 
28/02/2019;MISERICORD;D PUB FIJA;1350;TFIT15260826; 20.000.000 ; 22.020.200 ; 22.020.200 
28/02/2019;MISERICORD;D PUB FIJA;1351;TFIT15260826; 50.000.000 ; 55.050.500 ; 55.050.500 
28/02/2019;MISERICORD;D PUB FIJA;1352;BISA117SA008; 50.000.000 ; 50.599.000 ; 50.599.000 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1353;BISA1179C014; 50.000.000 ; 49.933.000 ; 49.933.000 
28/02/2019;MISERICORD;BONOS FIJOS;1354;CDTFIJO; 40.000.000 ; 40.479.600 ; 40.479.600 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1359;TUVT27230223; 200.000 ; 218.194 ; 57.238.221 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1360;BBGA2139120; 90.000.000 ; 92.690.100 ; 92.690.100 
28/02/2019;MISERICORD;BONOS FIJOS;1361;BDVI317SF084; 50.000.000 ; 51.700.000 ; 51.700.000 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1362;CDTIPC; 15.000.000 ; 15.143.250 ; 15.143.250 
28/02/2019;MISERICORD;BONOS FIJOS;1367;CDTFIJO; 20.000.000 ; 20.347.400 ; 20.347.400 
28/02/2019;MISERICORD;BONOS FIJOS;1368;BISG118SA007; 40.000.000 ; 40.899.600 ; 40.899.600 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1371;TUVT27230223; 70.000 ; 76.368 ; 20.033.377 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1372;TUVT11170327; 80.000 ; 83.764 ; 21.973.576 
28/02/2019;MISERICORD;BONOS FIJOS;1373;CDTFIJO; 20.000.000 ; 20.519.200 ; 20.519.200 
28/02/2019;MISERICORD;BONOS FIJOS;1374;CDTFIJO; 40.000.000 ; 40.568.800 ; 40.568.800 
28/02/2019;MISERICORD;BONOS FIJOS;1375;CDTFIJO; 20.000.000 ; 20.164.200 ; 20.164.200 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1376;CDTIPC365; 50.000.000 ; 50.198.000 ; 50.198.000 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1377;BTPL1189C010; 40.000.000 ; 40.879.600 ; 40.879.600 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1378;BTPL1189C015; 30.000.000 ; 30.570.600 ; 30.570.600 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1379;TUVT11170327; 190.000 ; 198.940 ; 52.187.242 
28/02/2019;MISERICORD;BONOS FIJOS;1380;CDTFIJO; 70.000.000 ; 70.684.600 ; 70.684.600 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1381;TUVT20040435; 200.000 ; 234.768 ; 61.586.032 
28/02/2019;MISERICORD;D PUB FIJA;1382;TFIT16280428; 50.000.000 ; 50.309.500 ; 50.309.500 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1385;CDTIPC365; 60.000.000 ; 60.195.600 ; 60.195.600 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1386;CDTIPC365; 30.000.000 ; 30.235.500 ; 30.235.500 
28/02/2019;MISERICORD;D PUB FIJA;1387;TFIT08261125; 40.000.000 ; 40.492.800 ; 40.492.800 
28/02/2019;MISERICORD;D PUB FIJA;1388;TFIT16280428; 20.000.000 ; 20.123.800 ; 20.123.800 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1389;BDVI01169TC8; 20.000.000 ; 20.711.600 ; 20.711.600 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1390;BDVI5189C096; 20.000.000 ; 20.019.000 ; 20.019.000 
28/02/2019;MISERICORD;BONOS TASA INTERÉS;1391;BDVI5188B036; 5.000.000 ; 4.975.800 ; 4.975.800 
28/02/2019;MISERICORD;BONOS TASA INTERÉS;1392;BBSA5188B030; 40.000.000 ; 39.977.600 ; 39.977.600 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1393;BBSA5189C048; 70.000.000 ; 70.441.000 ; 70.441.000 
28/02/2019;MISERICORD;BONOS TASA INTERÉS;1394;BNBCX3188D24; 30.000.000 ; 29.879.100 ; 29.879.100 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1396;BNBCX3189A36; 30.000.000 ; 29.735.100 ; 29.735.100 
28/02/2019;MISERICORD;BONOS FIJOS;1400;CDTFIJO; 80.000.000 ; 82.011.200 ; 82.011.200 
28/02/2019;MISERICORD;D PUB FIJA;1402;TFIT06110919; 10.000.000 ; 10.449.600 ; 10.449.600 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1404;TUVT06170419; 50.000 ; 51.978 ; 13.635.112 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1405;TUVT27230223; 210.000 ; 229.104 ; 60.100.132 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1406;TUVT11170327; 200.000 ; 209.410 ; 54.933.939 
28/02/2019;MISERICORD;D PUB FIJA;1407;TFIT16280428; 70.000.000 ; 70.433.300 ; 70.433.300 
28/02/2019;MISERICORD;BONOS FIJOS;1408;CDTFIJO; 25.000.000 ; 25.310.250 ; 25.310.250 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1409;CDTIPC; 40.000.000 ; 39.928.400 ; 39.928.400 
28/02/2019;MISERICORD;LIQUIDEZ;229;COHBOCC; 52.212.979 ; 52.212.979 ; 52.212.979 
28/02/2019;MISERICORD;LIQUIDEZ;440;COHBACO; 56.025.590 ; 56.025.590 ; 56.025.590 
28/02/2019;MISERICORD;BONOS FIJOS;507;BLGC109SA10; 100.000.000 ; 110.164.000 ; 110.164.000 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1169;BCHB06149B06; 300.000.000 ; 305.169.000 ; 305.169.000 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1175;BLGC05149D5; 30.000.000 ; 30.411.600 ; 30.411.600 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1217;BTPL01159D07; 50.000.000 ; 50.807.000 ; 50.807.000 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1221;BPMG01159A07; 50.000.000 ; 51.799.500 ; 51.799.500 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1232;BDVI9159C120; 30.000.000 ; 31.370.100 ; 31.370.100 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1236;BSOD01129C10; 90.000.000 ; 93.519.900 ; 93.519.900 
28/02/2019;MISERICORD;BONOS FIJOS;1244;CDTFIJO; 60.000.000 ; 60.777.000 ; 60.777.000 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1248;CDTIPC; 30.000.000 ; 32.026.800 ; 32.026.800 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1255;TIPU1A25; 220.000 ; 75.253 ; 19.740.972 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1259;BCCB01129C15; 40.000.000 ; 42.882.400 ; 42.882.400 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1260;BCCB03149C10; 70.000.000 ; 71.865.500 ; 71.865.500 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1261;BCLI01139D06; 60.000.000 ; 61.997.400 ; 61.997.400 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1270;BCHB07169B07; 40.000.000 ; 42.900.400 ; 42.900.400 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1272;BISA1169C8; 32.000.000 ; 34.709.760 ; 34.709.760 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1277;CDTIPC365; 40.000.000 ; 43.996.800 ; 43.996.800 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1279;BSIS01149C06; 50.000.000 ; 50.972.500 ; 50.972.500 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1280;BCCB04169C10; 30.000.000 ; 31.770.900 ; 31.770.900 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1281;BCSA01169C10; 30.000.000 ; 32.430.900 ; 32.430.900 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1288;BISU01169C7; 30.000.000 ; 31.588.800 ; 31.588.800 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1289;BISU01169C10; 30.000.000 ; 31.748.100 ; 31.748.100 
28/02/2019;MISERICORD;BONOS FIJOS;1298;BISG0116S5A7; 35.000.000 ; 37.901.500 ; 37.901.500 
28/02/2019;MISERICORD;D PUB FIJA;1304;TFIT16180930; 40.000.000 ; 44.044.000 ; 44.044.000 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1305;TUVT11070525; 160.000 ; 171.701 ; 45.041.790 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1319;BCSA2179C005; 50.000.000 ; 50.714.500 ; 50.714.500 
28/02/2019;MISERICORD;BONOS FIJOS;1320;CDTFIJO; 60.000.000 ; 61.890.600 ; 61.890.600 
28/02/2019;MISERICORD;D PUB INFLACIÓN;1321;BEEB1179A007; 50.000.000 ; 50.854.500 ; 50.854.500 
28/02/2019;MISERICORD;BONOS FIJOS;1324;CDTFIJO; 30.000.000 ; 30.955.500 ; 30.955.500 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1325;BDVI3179C096; 50.000.000 ; 51.970.000 ; 51.970.000 
28/02/2019;MISERICORD;BONOS FIJOS;1326;BDVI317SF084; 50.000.000 ; 51.700.000 ; 51.700.000 
28/02/2019;MISERICORD;D PUB FIJA;1327;BISA117SA007; 70.000.000 ; 70.956.200 ; 70.956.200 
28/02/2019;MISERICORD;LIQUIDEZ;1328;FONDORDI; 168 ; 6.186.028 ; 6.186.028 
28/02/2019;MISERICORD;BONOS FIJOS;1329;BCCB517SA006; 100.000.000 ; 99.901.000 ; 99.901.000 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1330;CDTIPC365; 40.000.000 ; 40.090.400 ; 40.090.400 
28/02/2019;MISERICORD;BONOS INFLACIÓN;1334;BDVI4179C084; 40.000.000 ; 40.734.000 ; 40.734.000 
28/02/2019;MISERICORD;D PUB FIJA;1336;TFIT15240720; 190.000.000 ; 217.911.000 ; 217.911.000 
28/02/2019;MISERICORD;D PUB FIJA;1337;TFIT15260826; 105.000.000 ; 115.606.050 ; 115.606.050 
28/02/2019;MISERICORD;D PUB FIJA;1338;TFIT16240724; 580.000.000 ; 719.855.400 ; 719.855.400 
28/02/2019;MISERICORD;BONOS FIJOS;1339;BCOS617SE007; 30.000.000 ; 30.314.400 ; 30.314.400 
28/02/2019;MUNCALI2;BONOS FIJOS;132;BCOS517SE005; 960.000.000 ; 1.057.785.600 ; 1.057.785.600 
28/02/2019;MUNCALI2;D PUB FIJA;133;BISA117SA007; 1.000.000.000 ; 1.013.660.000 ; 1.013.660.000 
28/02/2019;MUNCALI2;BONOS FIJOS;134;BCCB517SA006; 3.000.000.000 ; 2.997.030.000 ; 2.997.030.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;135;BCCB5179C013; 2.000.000.000 ; 1.972.580.000 ; 1.972.580.000 
28/02/2019;MUNCALI2;BONOS FIJOS;136;BCOS617SE007; 2.000.000.000 ; 2.020.960.000 ; 2.020.960.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;137;BCCB01129C10; 2.500.000.000 ; 2.617.475.000 ; 2.617.475.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;138;BCHB07169B07; 3.500.000.000 ; 3.753.785.000 ; 3.753.785.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;1;CDTIPC366; 2.000.000.000 ; 2.097.900.000 ; 2.097.900.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;2;BAVA01099C; 1.000.000.000 ; 345.351.600 ; 345.351.600 
28/02/2019;MUNCALI2;D PUB INFLACIÓN;4;BEPM06149A06; 1.550.000.000 ; 1.585.526.000 ; 1.585.526.000 
28/02/2019;MUNCALI2;BONOS FIJOS;11;CDTFIJO; 1.500.000.000 ; 1.519.875.000 ; 1.519.875.000 
28/02/2019;MUNCALI2;BONOS FIJOS;12;CDTFIJO; 500.000.000 ; 506.550.000 ; 506.550.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;14;CDTIPC; 3.000.000.000 ; 3.047.100.000 ; 3.047.100.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;15;BDVI01119C12; 2.000.000.000 ; 2.099.040.000 ; 2.099.040.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;17;CDTIPC; 3.000.000.000 ; 3.081.420.000 ; 3.081.420.000 
28/02/2019;MUNCALI2;D PUB INFLACIÓN;18;BEPM06149A12; 2.000.000.000 ; 2.123.660.000 ; 2.123.660.000 
28/02/2019;MUNCALI2;D PUB INFLACIÓN;19;BEPM07159A12; 2.460.000.000 ; 2.566.099.800 ; 2.566.099.800 
28/02/2019;MUNCALI2;BONOS FIJOS;25;CDTFIJO; 500.000.000 ; 529.775.000 ; 529.775.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;32;CDTIPC365; 500.000.000 ; 548.350.000 ; 548.350.000 
28/02/2019;MUNCALI2;BONOS FIJOS;37;CDTFIJO; 1.000.000.000 ; 1.061.840.000 ; 1.061.840.000 
28/02/2019;MUNCALI2;BONOS FIJOS;42;CDTFIJO; 2.500.000.000 ; 2.564.800.000 ; 2.564.800.000 
28/02/2019;MUNCALI2;BONOS FIJOS;48;CDTFIJO; 4.000.000.000 ; 4.126.040.000 ; 4.126.040.000 
28/02/2019;MUNCALI2;BONOS FIJOS;49;CDTFIJO; 2.000.000.000 ; 2.063.700.000 ; 2.063.700.000 
28/02/2019;MUNCALI2;D PUB FIJA;222;TFIT08261125; 1.000.000.000 ; 1.012.320.000 ; 1.012.320.000 
28/02/2019;MUNCALI2;BONOS FIJOS;226;CDTFIJO; 3.000.000.000 ; 3.023.850.000 ; 3.023.850.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;227;CDTIPC365; 1.000.000.000 ; 1.007.850.000 ; 1.007.850.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;228;CDTIPC365; 2.500.000.000 ; 2.520.800.000 ; 2.520.800.000 
28/02/2019;MUNCALI2;BONOS TASA INTERÉS;229;CDTIBR360; 5.000.000.000 ; 5.000.850.000 ; 5.000.850.000 
28/02/2019;MUNCALI2;BONOS TASA INTERÉS;230;BDVI5188B036; 1.000.000.000 ; 995.160.000 ; 995.160.000 
28/02/2019;MUNCALI2;BONOS INFLACIÓN;231;BDVI01169TC8; 2.000.000.000 ; 2.071.160.000 ; 2.071.160.000 
28/02/2019;MUNCALI2;BONOS FIJOS;50;BDVI317SF084; 2.000.000.000 ; 2.068.000.000 ; 2.068.000.000 
28/02/2019;MUNCALI2;BONOS FIJOS;51;CDTFIJO; 1.000.000.000 ; 1.007.510.000 ; 1.007.510.000 
28/02/2019;MUNCALI2;BONOS FIJOS;53;CDTFIJO; 2.000.000.000 ; 2.026.760.000 ; 2.026.760.000 
